2019-10-11 14:14:07.886 [restartedMain] INFO  com.osen.cloud.system.LampblackSystemApplication - Starting LampblackSystemApplication on PC-20190708MDDO with PID 9432 (E:\gitworkspace\lampblack-admin\lampblack-system\target\classes started by Administrator in E:\gitworkspace\lampblack-admin)
2019-10-11 14:49:45.417 [XNIO-1 task-4] INFO  c.o.c.s.s.handler.UserAuthenticationEntryPoint - 用户未登录
2019-10-11 14:50:15.418 [XNIO-1 task-5] INFO  c.o.c.s.s.handler.UserAuthenticationEntryPoint - 用户未登录
2019-10-11 14:50:21.450 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收上传数据-连接设备ID ：0c9d92fffe787de5-00000ab4-00000001-b5fdb00c9ebaede8-aeda482a
2019-10-11 14:50:21.451 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 数据：##0137QN=20191011145000001;ST=22;CN=2011;PW=123456;MN=2019081903100008;Flag=5;CP=&&DataTime=20191011145000;LAMPBLACK-Rtd=0.0,LAMPBLACK-Flag=N&&1B00
2019-10-11 14:50:21.452 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收设备上传数据完毕：0c9d92fffe787de5-00000ab4-00000001-b5fdb00c9ebaede8-aeda482a
2019-10-11 14:50:21.452 [task-2] INFO  c.o.cloud.system.socket.utils.DataSegmentParseUtil - 实时数据类型
2019-10-11 14:50:21.452 [task-2] INFO  c.o.cloud.system.socket.server.DataSegmentService - 存储设备上传实时数据到数据库
2019-10-11 14:50:21.452 [task-2] INFO  c.o.cloud.system.socket.server.DataSegmentService - DataHistory(id=null, deviceNo=2019081903100008, dateTime=2019-10-11T14:50, lampblack=0.0, lampblackFlag=N, pm=null, pmFlag=null, nmhc=null, nmhcFlag=null, fanFlag=2, purifierFlag=2)
2019-10-11 14:50:21.661 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收上传数据-连接设备ID ：0c9d92fffe787de5-00000ab4-00000001-b5fdb00c9ebaede8-aeda482a
2019-10-11 14:50:21.662 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 数据：##0173QN=20191011145000001;ST=22;CN=2051;PW=123456;MN=2019081903100008;Flag=5;CP=&&DataTime=20191011145000;LAMPBLACK-Min=0.0,LAMPBLACK-Avg=0.0,LAMPBLACK-Max=0.0,LAMPBLACK-Flag=N&&EDC1
2019-10-11 14:50:21.664 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收设备上传数据完毕：0c9d92fffe787de5-00000ab4-00000001-b5fdb00c9ebaede8-aeda482a
2019-10-11 14:50:21.664 [task-3] INFO  c.o.cloud.system.socket.utils.DataSegmentParseUtil - 分钟数据类型
2019-10-11 14:50:21.728 [task-3] INFO  c.o.cloud.system.socket.server.DataSegmentService - 存储设备上传分钟数据到数据库
2019-10-11 14:50:21.728 [task-3] INFO  c.o.cloud.system.socket.server.DataSegmentService - DataMinute(id=null, deviceNo=2019081903100008, dateTime=2019-10-11T14:50, lampblack=0.0, lampblackMin=0.0, lampblackMax=0.0, lampblackFlag=N, pm=null, pmMin=null, pmMax=null, pmFlag=null, nmhc=null, nmhcMin=null, nmhcMax=null, nmhcFlag=null, fanFlag=2, purifierFlag=2)
2019-10-11 14:50:45.415 [XNIO-1 task-6] INFO  c.o.c.s.s.handler.UserAuthenticationEntryPoint - 用户未登录
2019-10-11 14:51:15.416 [XNIO-1 task-7] INFO  c.o.c.s.s.handler.UserAuthenticationEntryPoint - 用户未登录
2019-10-11 14:51:24.450 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收上传数据-连接设备ID ：0c9d92fffe787de5-00000ab4-00000001-b5fdb00c9ebaede8-aeda482a
2019-10-11 14:51:24.450 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 数据：##0137QN=20191011145100001;ST=22;CN=2011;PW=123456;MN=2019081903100008;Flag=5;CP=&&DataTime=20191011145100;LAMPBLACK-Rtd=0.0,LAMPBLACK-Flag=N&&2640
2019-10-11 14:51:24.452 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收设备上传数据完毕：0c9d92fffe787de5-00000ab4-00000001-b5fdb00c9ebaede8-aeda482a
2019-10-11 14:51:24.452 [task-4] INFO  c.o.cloud.system.socket.utils.DataSegmentParseUtil - 实时数据类型
2019-10-11 14:51:24.453 [task-4] INFO  c.o.cloud.system.socket.server.DataSegmentService - 存储设备上传实时数据到数据库
2019-10-11 14:51:24.453 [task-4] INFO  c.o.cloud.system.socket.server.DataSegmentService - DataHistory(id=null, deviceNo=2019081903100008, dateTime=2019-10-11T14:51, lampblack=0.0, lampblackFlag=N, pm=null, pmFlag=null, nmhc=null, nmhcFlag=null, fanFlag=2, purifierFlag=2)
2019-10-11 14:51:45.416 [XNIO-1 task-8] INFO  c.o.c.s.s.handler.UserAuthenticationEntryPoint - 用户未登录
2019-10-11 14:52:15.415 [XNIO-1 task-9] INFO  c.o.c.s.s.handler.UserAuthenticationEntryPoint - 用户未登录
2019-10-11 14:52:22.948 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收上传数据-连接设备ID ：0c9d92fffe787de5-00000ab4-00000001-b5fdb00c9ebaede8-aeda482a
2019-10-11 14:52:22.949 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 数据：##0137QN=20191011145200001;ST=22;CN=2011;PW=123456;MN=2019081903100008;Flag=5;CP=&&DataTime=20191011145200;LAMPBLACK-Rtd=0.0,LAMPBLACK-Flag=N&&7580
2019-10-11 14:52:22.950 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收设备上传数据完毕：0c9d92fffe787de5-00000ab4-00000001-b5fdb00c9ebaede8-aeda482a
2019-10-11 14:52:22.951 [task-5] INFO  c.o.cloud.system.socket.utils.DataSegmentParseUtil - 实时数据类型
2019-10-11 14:52:22.951 [task-5] INFO  c.o.cloud.system.socket.server.DataSegmentService - 存储设备上传实时数据到数据库
2019-10-11 14:52:22.952 [task-5] INFO  c.o.cloud.system.socket.server.DataSegmentService - DataHistory(id=null, deviceNo=2019081903100008, dateTime=2019-10-11T14:52, lampblack=0.0, lampblackFlag=N, pm=null, pmFlag=null, nmhc=null, nmhcFlag=null, fanFlag=2, purifierFlag=2)
2019-10-11 14:52:45.418 [XNIO-1 task-10] INFO  c.o.c.s.s.handler.UserAuthenticationEntryPoint - 用户未登录
2019-10-11 14:53:15.416 [XNIO-1 task-11] INFO  c.o.c.s.s.handler.UserAuthenticationEntryPoint - 用户未登录
2019-10-11 14:53:21.446 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收上传数据-连接设备ID ：0c9d92fffe787de5-00000ab4-00000001-b5fdb00c9ebaede8-aeda482a
2019-10-11 14:53:21.447 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 数据：##0137QN=20191011145300001;ST=22;CN=2011;PW=123456;MN=2019081903100008;Flag=5;CP=&&DataTime=20191011145300;LAMPBLACK-Rtd=0.0,LAMPBLACK-Flag=N&&48C0
2019-10-11 14:53:21.448 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收设备上传数据完毕：0c9d92fffe787de5-00000ab4-00000001-b5fdb00c9ebaede8-aeda482a
2019-10-11 14:53:21.450 [task-6] INFO  c.o.cloud.system.socket.utils.DataSegmentParseUtil - 实时数据类型
2019-10-11 14:53:21.450 [task-6] INFO  c.o.cloud.system.socket.server.DataSegmentService - 存储设备上传实时数据到数据库
2019-10-11 14:53:21.450 [task-6] INFO  c.o.cloud.system.socket.server.DataSegmentService - DataHistory(id=null, deviceNo=2019081903100008, dateTime=2019-10-11T14:53, lampblack=0.0, lampblackFlag=N, pm=null, pmFlag=null, nmhc=null, nmhcFlag=null, fanFlag=2, purifierFlag=2)
2019-10-11 14:53:45.417 [XNIO-1 task-12] INFO  c.o.c.s.s.handler.UserAuthenticationEntryPoint - 用户未登录
2019-10-11 14:54:15.416 [XNIO-1 task-13] INFO  c.o.c.s.s.handler.UserAuthenticationEntryPoint - 用户未登录
2019-10-11 14:54:24.447 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收上传数据-连接设备ID ：0c9d92fffe787de5-00000ab4-00000001-b5fdb00c9ebaede8-aeda482a
2019-10-11 14:54:24.448 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 数据：##0137QN=20191011145400001;ST=22;CN=2011;PW=123456;MN=2019081903100008;Flag=5;CP=&&DataTime=20191011145400;LAMPBLACK-Rtd=0.0,LAMPBLACK-Flag=N&&E381
2019-10-11 14:54:24.452 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收设备上传数据完毕：0c9d92fffe787de5-00000ab4-00000001-b5fdb00c9ebaede8-aeda482a
2019-10-11 14:54:24.453 [task-7] INFO  c.o.cloud.system.socket.utils.DataSegmentParseUtil - 实时数据类型
2019-10-11 14:54:24.454 [task-7] INFO  c.o.cloud.system.socket.server.DataSegmentService - 存储设备上传实时数据到数据库
2019-10-11 14:54:24.454 [task-7] INFO  c.o.cloud.system.socket.server.DataSegmentService - DataHistory(id=null, deviceNo=2019081903100008, dateTime=2019-10-11T14:54, lampblack=0.0, lampblackFlag=N, pm=null, pmFlag=null, nmhc=null, nmhcFlag=null, fanFlag=2, purifierFlag=2)
2019-10-11 14:54:45.422 [XNIO-1 task-14] INFO  c.o.c.s.s.handler.UserAuthenticationEntryPoint - 用户未登录
2019-10-11 14:55:15.420 [XNIO-1 task-15] INFO  c.o.c.s.s.handler.UserAuthenticationEntryPoint - 用户未登录
2019-10-11 14:55:22.944 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收上传数据-连接设备ID ：0c9d92fffe787de5-00000ab4-00000001-b5fdb00c9ebaede8-aeda482a
2019-10-11 14:55:22.945 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 数据：##0137QN=20191011145500001;ST=22;CN=2011;PW=123456;MN=2019081903100008;Flag=5;CP=&&DataTime=20191011145500;LAMPBLACK-Rtd=0.0,LAMPBLACK-Flag=N&&DEC1
2019-10-11 14:55:22.946 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收设备上传数据完毕：0c9d92fffe787de5-00000ab4-00000001-b5fdb00c9ebaede8-aeda482a
2019-10-11 14:55:22.948 [task-8] INFO  c.o.cloud.system.socket.utils.DataSegmentParseUtil - 实时数据类型
2019-10-11 14:55:22.948 [task-8] INFO  c.o.cloud.system.socket.server.DataSegmentService - 存储设备上传实时数据到数据库
2019-10-11 14:55:22.949 [task-8] INFO  c.o.cloud.system.socket.server.DataSegmentService - DataHistory(id=null, deviceNo=2019081903100008, dateTime=2019-10-11T14:55, lampblack=0.0, lampblackFlag=N, pm=null, pmFlag=null, nmhc=null, nmhcFlag=null, fanFlag=2, purifierFlag=2)
2019-10-11 14:55:45.418 [XNIO-1 task-16] INFO  c.o.c.s.s.handler.UserAuthenticationEntryPoint - 用户未登录
2019-10-11 14:56:15.444 [XNIO-1 task-17] INFO  c.o.c.s.s.handler.UserAuthenticationEntryPoint - 用户未登录
2019-10-11 14:56:21.443 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收上传数据-连接设备ID ：0c9d92fffe787de5-00000ab4-00000001-b5fdb00c9ebaede8-aeda482a
2019-10-11 14:56:21.444 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 数据：##0137QN=20191011145600001;ST=22;CN=2011;PW=123456;MN=2019081903100008;Flag=5;CP=&&DataTime=20191011145600;LAMPBLACK-Rtd=0.0,LAMPBLACK-Flag=N&&8D01
2019-10-11 14:56:21.445 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收设备上传数据完毕：0c9d92fffe787de5-00000ab4-00000001-b5fdb00c9ebaede8-aeda482a
2019-10-11 14:56:21.446 [task-9] INFO  c.o.cloud.system.socket.utils.DataSegmentParseUtil - 实时数据类型
2019-10-11 14:56:21.446 [task-9] INFO  c.o.cloud.system.socket.server.DataSegmentService - 存储设备上传实时数据到数据库
2019-10-11 14:56:21.447 [task-9] INFO  c.o.cloud.system.socket.server.DataSegmentService - DataHistory(id=null, deviceNo=2019081903100008, dateTime=2019-10-11T14:56, lampblack=0.0, lampblackFlag=N, pm=null, pmFlag=null, nmhc=null, nmhcFlag=null, fanFlag=2, purifierFlag=2)
2019-10-11 14:56:45.417 [XNIO-1 task-18] INFO  c.o.c.s.s.handler.UserAuthenticationEntryPoint - 用户未登录
2019-10-11 14:57:15.426 [XNIO-1 task-19] INFO  c.o.c.s.s.handler.UserAuthenticationEntryPoint - 用户未登录
2019-10-11 14:57:24.442 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收上传数据-连接设备ID ：0c9d92fffe787de5-00000ab4-00000001-b5fdb00c9ebaede8-aeda482a
2019-10-11 14:57:24.442 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 数据：##0137QN=20191011145700001;ST=22;CN=2011;PW=123456;MN=2019081903100008;Flag=5;CP=&&DataTime=20191011145700;LAMPBLACK-Rtd=0.0,LAMPBLACK-Flag=N&&B041
2019-10-11 14:57:24.444 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收设备上传数据完毕：0c9d92fffe787de5-00000ab4-00000001-b5fdb00c9ebaede8-aeda482a
2019-10-11 14:57:24.444 [task-10] INFO  c.o.cloud.system.socket.utils.DataSegmentParseUtil - 实时数据类型
2019-10-11 14:57:24.444 [task-10] INFO  c.o.cloud.system.socket.server.DataSegmentService - 存储设备上传实时数据到数据库
2019-10-11 14:57:24.445 [task-10] INFO  c.o.cloud.system.socket.server.DataSegmentService - DataHistory(id=null, deviceNo=2019081903100008, dateTime=2019-10-11T14:57, lampblack=0.0, lampblackFlag=N, pm=null, pmFlag=null, nmhc=null, nmhcFlag=null, fanFlag=2, purifierFlag=2)
2019-10-11 14:57:45.415 [XNIO-1 task-20] INFO  c.o.c.s.s.handler.UserAuthenticationEntryPoint - 用户未登录
2019-10-11 14:58:15.418 [XNIO-1 task-21] INFO  c.o.c.s.s.handler.UserAuthenticationEntryPoint - 用户未登录
2019-10-11 14:58:22.940 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收上传数据-连接设备ID ：0c9d92fffe787de5-00000ab4-00000001-b5fdb00c9ebaede8-aeda482a
2019-10-11 14:58:22.940 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 数据：##0137QN=20191011145800001;ST=22;CN=2011;PW=123456;MN=2019081903100008;Flag=5;CP=&&DataTime=20191011145800;LAMPBLACK-Rtd=0.0,LAMPBLACK-Flag=N&&EE01
2019-10-11 14:58:22.941 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收设备上传数据完毕：0c9d92fffe787de5-00000ab4-00000001-b5fdb00c9ebaede8-aeda482a
2019-10-11 14:58:22.942 [task-11] INFO  c.o.cloud.system.socket.utils.DataSegmentParseUtil - 实时数据类型
2019-10-11 14:58:22.942 [task-11] INFO  c.o.cloud.system.socket.server.DataSegmentService - 存储设备上传实时数据到数据库
2019-10-11 14:58:22.942 [task-11] INFO  c.o.cloud.system.socket.server.DataSegmentService - DataHistory(id=null, deviceNo=2019081903100008, dateTime=2019-10-11T14:58, lampblack=0.0, lampblackFlag=N, pm=null, pmFlag=null, nmhc=null, nmhcFlag=null, fanFlag=2, purifierFlag=2)
2019-10-11 14:58:45.423 [XNIO-1 task-22] INFO  c.o.c.s.s.handler.UserAuthenticationEntryPoint - 用户未登录
2019-10-11 14:59:15.419 [XNIO-1 task-23] INFO  c.o.c.s.s.handler.UserAuthenticationEntryPoint - 用户未登录
2019-10-11 14:59:21.440 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收上传数据-连接设备ID ：0c9d92fffe787de5-00000ab4-00000001-b5fdb00c9ebaede8-aeda482a
2019-10-11 14:59:21.440 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 数据：##0137QN=20191011145900001;ST=22;CN=2011;PW=123456;MN=2019081903100008;Flag=5;CP=&&DataTime=20191011145900;LAMPBLACK-Rtd=0.0,LAMPBLACK-Flag=N&&D341
2019-10-11 14:59:21.441 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收设备上传数据完毕：0c9d92fffe787de5-00000ab4-00000001-b5fdb00c9ebaede8-aeda482a
2019-10-11 14:59:21.442 [task-12] INFO  c.o.cloud.system.socket.utils.DataSegmentParseUtil - 实时数据类型
2019-10-11 14:59:21.442 [task-12] INFO  c.o.cloud.system.socket.server.DataSegmentService - 存储设备上传实时数据到数据库
2019-10-11 14:59:21.442 [task-12] INFO  c.o.cloud.system.socket.server.DataSegmentService - DataHistory(id=null, deviceNo=2019081903100008, dateTime=2019-10-11T14:59, lampblack=0.0, lampblackFlag=N, pm=null, pmFlag=null, nmhc=null, nmhcFlag=null, fanFlag=2, purifierFlag=2)
2019-10-11 14:59:45.418 [XNIO-1 task-24] INFO  c.o.c.s.s.handler.UserAuthenticationEntryPoint - 用户未登录
2019-10-11 15:00:15.418 [XNIO-1 task-25] INFO  c.o.c.s.s.handler.UserAuthenticationEntryPoint - 用户未登录
2019-10-11 15:00:24.438 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收上传数据-连接设备ID ：0c9d92fffe787de5-00000ab4-00000001-b5fdb00c9ebaede8-aeda482a
2019-10-11 15:00:24.438 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 数据：##0137QN=20191011150000001;ST=22;CN=2011;PW=123456;MN=2019081903100008;Flag=5;CP=&&DataTime=20191011150000;LAMPBLACK-Rtd=0.0,LAMPBLACK-Flag=N&&1400
2019-10-11 15:00:24.439 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收设备上传数据完毕：0c9d92fffe787de5-00000ab4-00000001-b5fdb00c9ebaede8-aeda482a
2019-10-11 15:00:24.440 [task-13] INFO  c.o.cloud.system.socket.utils.DataSegmentParseUtil - 实时数据类型
2019-10-11 15:00:24.440 [task-13] INFO  c.o.cloud.system.socket.server.DataSegmentService - 存储设备上传实时数据到数据库
2019-10-11 15:00:24.442 [task-13] INFO  c.o.cloud.system.socket.server.DataSegmentService - DataHistory(id=null, deviceNo=2019081903100008, dateTime=2019-10-11T15:00, lampblack=0.0, lampblackFlag=N, pm=null, pmFlag=null, nmhc=null, nmhcFlag=null, fanFlag=2, purifierFlag=2)
2019-10-11 15:00:24.638 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收上传数据-连接设备ID ：0c9d92fffe787de5-00000ab4-00000001-b5fdb00c9ebaede8-aeda482a
2019-10-11 15:00:24.638 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 数据：##0173QN=20191011150000001;ST=22;CN=2051;PW=123456;MN=2019081903100008;Flag=5;CP=&&DataTime=20191011150000;LAMPBLACK-Min=0.0,LAMPBLACK-Avg=0.0,LAMPBLACK-Max=0.0,LAMPBLACK-Flag=N&&1100
2019-10-11 15:00:24.639 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收上传数据-连接设备ID ：0c9d92fffe787de5-00000ab4-00000001-b5fdb00c9ebaede8-aeda482a
2019-10-11 15:00:24.639 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 数据：##0173QN=20191011150000001;ST=22;CN=2061;PW=123456;MN=2019081903100008;Flag=5;CP=&&DataTime=20191011150000;LAMPBLACK-Min=0.0,LAMPBLACK-Avg=0.0,LAMPBLACK-Max=0.0,LAMPBLACK-Flag=N&&0000
2019-10-11 15:00:24.640 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 设备上传格式错误，不符合HJ212协议
2019-10-11 15:00:24.640 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收设备上传数据完毕：0c9d92fffe787de5-00000ab4-00000001-b5fdb00c9ebaede8-aeda482a
2019-10-11 15:00:24.640 [task-14] INFO  c.o.cloud.system.socket.utils.DataSegmentParseUtil - 分钟数据类型
2019-10-11 15:00:24.640 [task-14] INFO  c.o.cloud.system.socket.server.DataSegmentService - 存储设备上传分钟数据到数据库
2019-10-11 15:00:24.641 [task-14] INFO  c.o.cloud.system.socket.server.DataSegmentService - DataMinute(id=null, deviceNo=2019081903100008, dateTime=2019-10-11T15:00, lampblack=0.0, lampblackMin=0.0, lampblackMax=0.0, lampblackFlag=N, pm=null, pmMin=null, pmMax=null, pmFlag=null, nmhc=null, nmhcMin=null, nmhcMax=null, nmhcFlag=null, fanFlag=2, purifierFlag=2)
2019-10-11 15:00:45.414 [XNIO-1 task-29] INFO  c.o.c.s.s.handler.UserAuthenticationEntryPoint - 用户未登录
2019-10-11 15:01:15.416 [XNIO-1 task-32] INFO  c.o.c.s.s.handler.UserAuthenticationEntryPoint - 用户未登录
2019-10-11 15:01:22.937 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收上传数据-连接设备ID ：0c9d92fffe787de5-00000ab4-00000001-b5fdb00c9ebaede8-aeda482a
2019-10-11 15:01:22.937 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 数据：##0137QN=20191011150100001;ST=22;CN=2011;PW=123456;MN=2019081903100008;Flag=5;CP=&&DataTime=20191011150100;LAMPBLACK-Rtd=0.0,LAMPBLACK-Flag=N&&2940
2019-10-11 15:01:22.939 [task-15] INFO  c.o.cloud.system.socket.utils.DataSegmentParseUtil - 实时数据类型
2019-10-11 15:01:22.939 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收设备上传数据完毕：0c9d92fffe787de5-00000ab4-00000001-b5fdb00c9ebaede8-aeda482a
2019-10-11 15:01:22.939 [task-15] INFO  c.o.cloud.system.socket.server.DataSegmentService - 存储设备上传实时数据到数据库
2019-10-11 15:01:22.939 [task-15] INFO  c.o.cloud.system.socket.server.DataSegmentService - DataHistory(id=null, deviceNo=2019081903100008, dateTime=2019-10-11T15:01, lampblack=0.0, lampblackFlag=N, pm=null, pmFlag=null, nmhc=null, nmhcFlag=null, fanFlag=2, purifierFlag=2)
2019-10-11 15:01:45.415 [XNIO-1 task-33] INFO  c.o.c.s.s.handler.UserAuthenticationEntryPoint - 用户未登录
2019-10-11 15:02:15.416 [XNIO-1 task-34] INFO  c.o.c.s.s.handler.UserAuthenticationEntryPoint - 用户未登录
2019-10-11 15:02:21.435 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收上传数据-连接设备ID ：0c9d92fffe787de5-00000ab4-00000001-b5fdb00c9ebaede8-aeda482a
2019-10-11 15:02:21.436 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 数据：##0137QN=20191011150200001;ST=22;CN=2011;PW=123456;MN=2019081903100008;Flag=5;CP=&&DataTime=20191011150200;LAMPBLACK-Rtd=0.0,LAMPBLACK-Flag=N&&7A80
2019-10-11 15:02:21.437 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收设备上传数据完毕：0c9d92fffe787de5-00000ab4-00000001-b5fdb00c9ebaede8-aeda482a
2019-10-11 15:02:21.437 [task-16] INFO  c.o.cloud.system.socket.utils.DataSegmentParseUtil - 实时数据类型
2019-10-11 15:02:21.438 [task-16] INFO  c.o.cloud.system.socket.server.DataSegmentService - 存储设备上传实时数据到数据库
2019-10-11 15:02:21.438 [task-16] INFO  c.o.cloud.system.socket.server.DataSegmentService - DataHistory(id=null, deviceNo=2019081903100008, dateTime=2019-10-11T15:02, lampblack=0.0, lampblackFlag=N, pm=null, pmFlag=null, nmhc=null, nmhcFlag=null, fanFlag=2, purifierFlag=2)
2019-10-11 15:02:45.413 [XNIO-1 task-35] INFO  c.o.c.s.s.handler.UserAuthenticationEntryPoint - 用户未登录
2019-10-11 15:03:15.418 [XNIO-1 task-36] INFO  c.o.c.s.s.handler.UserAuthenticationEntryPoint - 用户未登录
2019-10-11 15:03:24.434 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收上传数据-连接设备ID ：0c9d92fffe787de5-00000ab4-00000001-b5fdb00c9ebaede8-aeda482a
2019-10-11 15:03:24.434 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 数据：##0137QN=20191011150300001;ST=22;CN=2011;PW=123456;MN=2019081903100008;Flag=5;CP=&&DataTime=20191011150300;LAMPBLACK-Rtd=0.0,LAMPBLACK-Flag=N&&47C0
2019-10-11 15:03:24.436 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收设备上传数据完毕：0c9d92fffe787de5-00000ab4-00000001-b5fdb00c9ebaede8-aeda482a
2019-10-11 15:03:24.440 [task-17] INFO  c.o.cloud.system.socket.utils.DataSegmentParseUtil - 实时数据类型
2019-10-11 15:03:24.440 [task-17] INFO  c.o.cloud.system.socket.server.DataSegmentService - 存储设备上传实时数据到数据库
2019-10-11 15:03:24.440 [task-17] INFO  c.o.cloud.system.socket.server.DataSegmentService - DataHistory(id=null, deviceNo=2019081903100008, dateTime=2019-10-11T15:03, lampblack=0.0, lampblackFlag=N, pm=null, pmFlag=null, nmhc=null, nmhcFlag=null, fanFlag=2, purifierFlag=2)
2019-10-11 15:03:45.430 [XNIO-1 task-37] INFO  c.o.c.s.s.handler.UserAuthenticationEntryPoint - 用户未登录
2019-10-11 15:04:15.417 [XNIO-1 task-38] INFO  c.o.c.s.s.handler.UserAuthenticationEntryPoint - 用户未登录
2019-10-11 15:04:22.933 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收上传数据-连接设备ID ：0c9d92fffe787de5-00000ab4-00000001-b5fdb00c9ebaede8-aeda482a
2019-10-11 15:04:22.934 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 数据：##0137QN=20191011150400001;ST=22;CN=2011;PW=123456;MN=2019081903100008;Flag=5;CP=&&DataTime=20191011150400;LAMPBLACK-Rtd=0.0,LAMPBLACK-Flag=N&&EC81
2019-10-11 15:04:22.936 [nioEventLoopGroup-5-1] INFO  c.o.c.system.socket.handler.SocketServerHandler - 服务器接收设备上传数据完毕：0c9d92fffe787de5-00000ab4-00000001-b5fdb00c9ebaede8-aeda482a
2019-10-11 15:04:22.940 [task-18] INFO  c.o.cloud.system.socket.utils.DataSegmentParseUtil - 实时数据类型
2019-10-11 15:04:22.940 [task-18] INFO  c.o.cloud.system.socket.server.DataSegmentService - 存储设备上传实时数据到数据库
